schema_version,snapshot_id,capture_timestamp,source_timestamp,expiry,spot,current_atm,session_anchor_atm,range_low,range_high,rows_captured,source_is_stale,nifty_futures,futures_vwap,india_vix,range_ce_oi,range_pe_oi,range_oi_pcr,range_ce_exchange_change_oi,range_pe_exchange_change_oi,range_exchange_change_oi_pcr,range_ce_interval_oi_change,range_pe_interval_oi_change,range_ce_interval_volume,range_pe_interval_volume,max_ce_oi_strike,max_ce_oi,max_pe_oi_strike,max_pe_oi,max_ce_interval_add_strike,max_ce_interval_add,max_pe_interval_add_strike,max_pe_interval_add,atm_ce_ltp,atm_pe_ltp,atm_straddle_ltp,atm_ce_bid,atm_ce_ask,atm_pe_bid,atm_pe_ask,atm_straddle_bid,atm_straddle_ask,atm_straddle_mid,atm_ce_iv,atm_pe_iv,atm_quotes_executable,true_futures_context_available,trade_ready_data,quality_notes
2.1.0,20260828_111310_089,2026-08-28T11:13:10+05:30,2026-08-28T11:13:10+05:30,2026-09-01,24158.7,24150,24150,23550,24750,25,False,,,10.72,2120320.0,2120232.0,1.0,553926.0,1078845.0,1.9476,0.0,0.0,9475.0,12641.0,24300,264193.0,24200,281680.0,,,,,144.3,56.25,200.55,144.15,144.5,56.45,56.6,200.6,201.1,200.85,12.3,6.95,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_120203_000,2026-08-28T12:02:03+05:30,2026-08-28T12:02:03+05:30,2026-09-01,24083.8,24100,24150,23550,24750,25,False,,,11.01,2536224.0,1674391.0,0.6602,969830.0,633004.0,0.6527,10856.0,9847.0,64120.0,89737.0,24200,319458.0,24100,211153.0,24100,3442.0,24000,3035.0,124.2,75.25,199.45,123.75,124.0,75.25,75.4,199.0,199.4,199.2,11.69,7.74,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_120303_000,2026-08-28T12:03:03+05:30,2026-08-28T12:03:03+05:30,2026-09-01,24083.7,24100,24150,23550,24750,25,False,,,11.0,2546450.0,1678549.0,0.6592,980056.0,637162.0,0.6501,10226.0,4158.0,55381.0,60121.0,24200,319325.0,24100,213648.0,24100,2418.0,24100,2495.0,122.7,75.4,198.1,122.7,123.0,75.2,75.35,197.9,198.35,198.125,11.63,7.72,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_120403_000,2026-08-28T12:04:03+05:30,2026-08-28T12:04:03+05:30,2026-09-01,24080.9,24100,24150,23550,24750,25,False,,,11.03,2559050.0,1679165.0,0.6562,992656.0,637778.0,0.6425,12600.0,616.0,62302.0,87842.0,24200,321269.0,24100,214184.0,24100,2211.0,24000,1174.0,121.1,76.85,197.95,121.0,121.2,76.85,77.0,197.85,198.2,198.025,11.58,7.77,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_120503_000,2026-08-28T12:05:03+05:30,2026-08-28T12:05:03+05:30,2026-09-01,24090.25,24100,24150,23550,24750,25,False,,,10.97,2553391.0,1663048.0,0.6513,986997.0,621661.0,0.6299,-5659.0,-16117.0,100665.0,221440.0,24200,319166.0,24100,208865.0,24550,376.0,23600,397.0,126.5,72.25,198.75,126.2,126.5,72.15,72.25,198.35,198.75,198.55,11.7,7.68,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_120603_000,2026-08-28T12:06:03+05:30,2026-08-28T12:06:03+05:30,2026-09-01,24086.5,24100,24150,23550,24750,25,False,,,11.05,2566177.0,1674925.0,0.6527,999783.0,633538.0,0.6337,12786.0,11877.0,56716.0,93855.0,24200,321736.0,24100,212365.0,24100,3648.0,24100,3500.0,125.05,74.0,199.05,124.5,124.85,74.05,74.15,198.55,199.0,198.775,11.61,7.77,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_120703_000,2026-08-28T12:07:03+05:30,2026-08-28T12:07:03+05:30,2026-09-01,24089.65,24100,24150,23550,24750,25,False,,,10.99,2571272.0,1686566.0,0.6559,1004878.0,645179.0,0.642,5095.0,11641.0,43279.0,69676.0,24200,322548.0,24100,214071.0,24150,1875.0,24000,2685.0,127.25,71.95,199.2,126.85,126.9,72.0,72.05,198.85,198.95,198.9,11.63,7.74,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_120803_000,2026-08-28T12:08:03+05:30,2026-08-28T12:08:03+05:30,2026-09-01,24094.45,24100,24150,23550,24750,25,False,,,10.95,2576640.0,1672363.0,0.649,1010246.0,630976.0,0.6246,5368.0,-14203.0,65036.0,101517.0,24200,324200.0,24100,209529.0,24200,1652.0,23600,222.0,128.55,69.8,198.35,128.35,128.55,69.8,70.0,198.15,198.55,198.35,11.67,7.68,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_120903_000,2026-08-28T12:09:03+05:30,2026-08-28T12:09:03+05:30,2026-09-01,24094.7,24100,24150,23550,24750,25,False,,,10.95,2584952.0,1656450.0,0.6408,1018558.0,615063.0,0.6039,8312.0,-15913.0,99929.0,110986.0,24200,324364.0,24100,205427.0,24300,2625.0,23700,521.0,128.2,70.5,198.7,128.0,128.3,70.3,70.45,198.3,198.75,198.525,11.52,7.79,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_121003_000,2026-08-28T12:10:03+05:30,2026-08-28T12:10:03+05:30,2026-09-01,24086.55,24100,24150,23550,24750,25,False,,,11.05,2586803.0,1666494.0,0.6442,1020409.0,625107.0,0.6126,1851.0,10044.0,80327.0,132838.0,24200,323368.0,24100,208839.0,24500,1077.0,24100,3412.0,124.9,73.9,198.8,125.15,125.45,73.65,73.8,198.8,199.25,199.025,11.57,7.82,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_121102_999,2026-08-28T12:11:02+05:30,2026-08-28T12:11:02+05:30,2026-09-01,24083.05,24100,24150,23550,24750,25,False,,,11.06,2581557.0,1680003.0,0.6508,1015163.0,638616.0,0.6291,-5246.0,13509.0,67947.0,152991.0,24200,322478.0,24100,209341.0,24700,305.0,24050,5560.0,122.5,76.25,198.75,122.55,122.85,76.25,76.45,198.8,199.3,199.05,11.55,7.87,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_121203_001,2026-08-28T12:12:03+05:30,2026-08-28T12:12:03+05:30,2026-09-01,24078.65,24100,24150,23550,24750,25,False,,,11.08,2583376.0,1686039.0,0.6526,1016982.0,644652.0,0.6339,1819.0,6036.0,59707.0,157015.0,24200,322556.0,24100,212117.0,24000,721.0,24100,2776.0,121.95,77.45,199.4,122.3,122.45,77.25,77.45,199.55,199.9,199.725,11.8,7.74,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_121303_000,2026-08-28T12:13:03+05:30,2026-08-28T12:13:03+05:30,2026-09-01,24080.25,24100,24150,23550,24750,25,False,,,11.07,2582619.0,1689204.0,0.6541,1016225.0,647817.0,0.6375,-757.0,3165.0,45253.0,102992.0,24200,322739.0,24100,212643.0,24250,750.0,24050,1885.0,122.25,77.1,199.35,122.25,122.55,77.1,77.3,199.35,199.85,199.6,11.73,7.78,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_121403_000,2026-08-28T12:14:03+05:30,2026-08-28T12:14:03+05:30,2026-09-01,24086.1,24100,24150,23550,24750,25,False,,,11.07,2583138.0,1683538.0,0.6517,1016744.0,642151.0,0.6316,519.0,-5666.0,46948.0,90925.0,24200,321645.0,24100,210857.0,24500,1079.0,23750,338.0,125.95,74.1,200.05,125.8,126.0,74.1,74.25,199.9,200.25,200.075,11.83,7.68,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_121503_000,2026-08-28T12:15:03+05:30,2026-08-28T12:15:03+05:30,2026-09-01,24086.4,24100,24150,23550,24750,25,False,,,11.1,2586846.0,1678244.0,0.6488,1020452.0,636857.0,0.6241,3708.0,-5294.0,50589.0,91908.0,24200,321643.0,24100,208954.0,24100,1031.0,23950,572.0,126.25,73.3,199.55,125.95,126.25,73.15,73.3,199.1,199.55,199.325,11.9,7.61,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_121603_000,2026-08-28T12:16:03+05:30,2026-08-28T12:16:03+05:30,2026-09-01,24087.65,24100,24150,23550,24750,25,False,,,11.1,2592795.0,1690968.0,0.6522,1026401.0,649581.0,0.6329,5949.0,12724.0,34910.0,67394.0,24200,321716.0,24100,210260.0,24100,1429.0,24050,2640.0,127.0,72.45,199.45,126.45,126.75,72.9,73.1,199.35,199.85,199.6,11.82,7.66,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_121703_000,2026-08-28T12:17:03+05:30,2026-08-28T12:17:03+05:30,2026-09-01,24086.35,24100,24150,23550,24750,25,False,,,11.12,2599010.0,1691323.0,0.6508,1032616.0,649936.0,0.6294,6215.0,355.0,40461.0,70406.0,24200,322164.0,24100,210405.0,24100,1480.0,23950,431.0,124.5,74.9,199.4,124.65,124.8,74.8,74.95,199.45,199.75,199.6,11.69,7.81,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_121803_000,2026-08-28T12:18:03+05:30,2026-08-28T12:18:03+05:30,2026-09-01,24088.25,24100,24150,23550,24750,25,False,,,11.1,2603475.0,1697442.0,0.652,1037081.0,656055.0,0.6326,4465.0,6119.0,28853.0,47427.0,24200,322764.0,24100,212148.0,24150,946.0,24100,1743.0,125.7,73.3,199.0,125.8,126.0,73.25,73.45,199.05,199.45,199.25,11.66,7.8,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_121903_000,2026-08-28T12:19:03+05:30,2026-08-28T12:19:03+05:30,2026-09-01,24088.95,24100,24150,23550,24750,25,False,,,11.11,2609090.0,1695577.0,0.6499,1042696.0,654190.0,0.6274,5615.0,-1865.0,28609.0,37815.0,24200,323950.0,24100,211176.0,24200,1186.0,24250,145.0,126.0,73.85,199.85,125.6,125.95,73.65,73.85,199.25,199.8,199.525,11.63,7.81,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_122003_000,2026-08-28T12:20:03+05:30,2026-08-28T12:20:03+05:30,2026-09-01,24089.75,24100,24150,23550,24750,25,False,,,11.08,2611414.0,1697486.0,0.65,1045020.0,656099.0,0.6278,2324.0,1909.0,24722.0,39289.0,24200,324075.0,24100,212207.0,24300,562.0,24100,1031.0,126.7,72.2,198.9,126.7,126.8,72.2,72.35,198.9,199.15,199.025,11.7,7.71,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_122103_000,2026-08-28T12:21:03+05:30,2026-08-28T12:21:03+05:30,2026-09-01,24093.4,24100,24150,23550,24750,25,False,,,11.01,2617857.0,1688568.0,0.645,1051463.0,647181.0,0.6155,6443.0,-8918.0,70986.0,121877.0,24200,325440.0,24100,209935.0,24200,1365.0,23800,767.0,128.35,70.9,199.25,128.1,128.4,70.7,70.9,198.8,199.3,199.05,11.63,7.76,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_122203_000,2026-08-28T12:22:03+05:30,2026-08-28T12:22:03+05:30,2026-09-01,24092.4,24100,24150,23550,24750,25,False,,,11.07,2624284.0,1692277.0,0.6449,1057890.0,650890.0,0.6153,6427.0,3709.0,40409.0,57584.0,24200,326455.0,24100,210946.0,24100,1293.0,24000,1241.0,127.3,72.2,199.5,126.7,126.8,72.2,72.4,198.9,199.2,199.05,11.66,7.79,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_122303_000,2026-08-28T12:23:03+05:30,2026-08-28T12:23:03+05:30,2026-09-01,24089.7,24100,24150,23550,24750,25,False,,,11.14,2630598.0,1689404.0,0.6422,1064204.0,648017.0,0.6089,6314.0,-2873.0,38570.0,58655.0,24200,327031.0,24100,210534.0,24500,1034.0,23900,197.0,124.35,74.35,198.7,124.25,124.5,74.4,74.6,198.65,199.1,198.875,11.52,7.93,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_122402_999,2026-08-28T12:24:02+05:30,2026-08-28T12:24:02+05:30,2026-09-01,24085.3,24100,24150,23550,24750,25,False,,,11.11,2632395.0,1690148.0,0.6421,1066001.0,648761.0,0.6086,1797.0,744.0,51280.0,100911.0,24200,326566.0,24100,208083.0,24300,1542.0,23950,1020.0,122.05,76.45,198.5,122.3,122.5,76.15,76.4,198.45,198.9,198.675,11.46,7.95,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_122503_000,2026-08-28T12:25:03+05:30,2026-08-28T12:25:03+05:30,2026-09-01,24086.75,24100,24150,23550,24750,25,False,,,11.11,2634364.0,1697410.0,0.6443,1067970.0,656023.0,0.6143,1969.0,7262.0,47991.0,95087.0,24200,325784.0,24100,208573.0,24300,1176.0,24000,1209.0,124.5,75.0,199.5,123.95,124.25,75.1,75.25,199.05,199.5,199.275,11.57,7.93,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_122603_000,2026-08-28T12:26:03+05:30,2026-08-28T12:26:03+05:30,2026-09-01,24088.6,24100,24150,23550,24750,25,False,,,11.11,2634866.0,1703185.0,0.6464,1068472.0,661798.0,0.6194,502.0,5775.0,28888.0,55639.0,24200,327098.0,24100,209136.0,24200,1314.0,24050,1618.0,124.4,74.9,199.3,124.25,124.55,75.0,75.2,199.25,199.75,199.5,11.57,7.91,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_122703_000,2026-08-28T12:27:03+05:30,2026-08-28T12:27:03+05:30,2026-09-01,24091.5,24100,24150,23550,24750,25,False,,,11.11,2640637.0,1701022.0,0.6442,1074243.0,659635.0,0.614,5771.0,-2163.0,22638.0,35544.0,24200,327815.0,24100,208268.0,24100,1685.0,23750,278.0,125.4,74.15,199.55,125.05,125.25,74.0,74.15,199.05,199.4,199.225,11.55,7.93,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_122803_000,2026-08-28T12:28:03+05:30,2026-08-28T12:28:03+05:30,2026-09-01,24092.7,24100,24150,23550,24750,25,False,,,11.1,2641230.0,1694128.0,0.6414,1074836.0,652741.0,0.6073,593.0,-6894.0,44704.0,74679.0,24200,328072.0,24100,206347.0,24150,813.0,24300,333.0,126.35,72.7,199.05,126.15,126.45,72.55,72.75,198.7,199.2,198.95,11.57,7.87,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_122903_000,2026-08-28T12:29:03+05:30,2026-08-28T12:29:03+05:30,2026-09-01,24092.1,24100,24150,23550,24750,25,False,,,11.09,2644310.0,1698647.0,0.6424,1077916.0,657260.0,0.6098,3080.0,4519.0,24351.0,34597.0,24200,328717.0,24100,207644.0,24500,1051.0,24100,1297.0,126.8,72.15,198.95,126.45,126.7,72.45,72.65,198.9,199.35,199.125,11.55,7.88,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_123003_000,2026-08-28T12:30:03+05:30,2026-08-28T12:30:03+05:30,2026-09-01,24095.35,24100,24150,23550,24750,25,False,,,11.0,2642265.0,1701315.0,0.6439,1075871.0,659928.0,0.6134,-2045.0,2668.0,41286.0,56017.0,24200,328756.0,24100,209034.0,24500,453.0,24100,1390.0,128.8,70.25,199.05,128.75,128.8,70.3,70.5,199.05,199.3,199.175,11.7,7.74,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_123103_000,2026-08-28T12:31:03+05:30,2026-08-28T12:31:03+05:30,2026-09-01,24095.8,24100,24150,23550,24750,25,False,,,10.98,2646713.0,1700143.0,0.6424,1080319.0,658756.0,0.6098,4448.0,-1172.0,52955.0,70670.0,24200,329421.0,24100,210587.0,24400,1316.0,24100,1553.0,127.65,71.35,199.0,127.4,127.75,71.1,71.25,198.5,199.0,198.75,11.4,7.99,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_123202_999,2026-08-28T12:32:02+05:30,2026-08-28T12:32:02+05:30,2026-09-01,24098.35,24100,24150,23550,24750,25,False,,,10.99,2644969.0,1700361.0,0.6429,1078575.0,658974.0,0.611,-1744.0,218.0,46444.0,79763.0,24200,329169.0,24100,211962.0,24350,127.0,24100,1375.0,129.1,69.75,198.85,129.0,129.15,69.55,69.65,198.55,198.8,198.675,11.46,7.86,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_123303_001,2026-08-28T12:33:03+05:30,2026-08-28T12:33:03+05:30,2026-09-01,24099.95,24100,24150,23550,24750,25,False,,,10.99,2652116.0,1693154.0,0.6384,1085722.0,651767.0,0.6003,7147.0,-7207.0,52690.0,75699.0,24200,330156.0,24100,210595.0,24300,1965.0,23550,177.0,129.55,68.95,198.5,129.25,129.55,68.9,69.1,198.15,198.65,198.4,11.5,7.83,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_123403_000,2026-08-28T12:34:03+05:30,2026-08-28T12:34:03+05:30,2026-09-01,24100.3,24100,24150,23550,24750,25,False,,,10.99,2661031.0,1688740.0,0.6346,1094637.0,647353.0,0.5914,8915.0,-4414.0,62631.0,73818.0,24200,331671.0,24100,210197.0,24150,3053.0,23900,807.0,128.45,70.05,198.5,127.8,128.1,70.3,70.45,198.1,198.55,198.325,11.38,7.97,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_123503_000,2026-08-28T12:35:03+05:30,2026-08-28T12:35:03+05:30,2026-09-01,24102.25,24100,24150,23550,24750,25,False,,,10.98,2660628.0,1696253.0,0.6375,1094234.0,654866.0,0.5985,-403.0,7513.0,47973.0,59771.0,24200,331342.0,24100,213411.0,24150,987.0,24100,3214.0,128.8,69.25,198.05,128.8,129.1,69.05,69.15,197.85,198.25,198.05,11.29,8.0,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_123602_999,2026-08-28T12:36:02+05:30,2026-08-28T12:36:02+05:30,2026-09-01,24101.9,24100,24150,23550,24750,25,False,,,10.98,2663542.0,1696043.0,0.6368,1097148.0,654656.0,0.5967,2914.0,-210.0,53016.0,69400.0,24200,331854.0,24100,214441.0,24150,1164.0,24100,1030.0,128.4,70.2,198.6,128.25,128.4,70.0,70.2,198.25,198.6,198.425,11.33,8.01,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_123703_000,2026-08-28T12:37:03+05:30,2026-08-28T12:37:03+05:30,2026-09-01,24104.1,24100,24150,23550,24750,25,False,,,11.0,2661797.0,1704769.0,0.6405,1095403.0,663382.0,0.6056,-1745.0,8726.0,38894.0,45573.0,24200,331794.0,24100,216350.0,24350,417.0,24100,1909.0,129.0,69.95,198.95,128.7,129.0,69.65,69.85,198.35,198.85,198.6,11.26,8.1,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_123803_000,2026-08-28T12:38:03+05:30,2026-08-28T12:38:03+05:30,2026-09-01,24102.6,24100,24150,23550,24750,25,False,,,11.03,2664935.0,1702391.0,0.6388,1098541.0,661004.0,0.6017,3138.0,-2378.0,45478.0,67042.0,24200,333354.0,24100,216350.0,24200,1560.0,23950,78.0,127.6,70.5,198.1,127.6,127.85,70.6,70.75,198.2,198.6,198.4,11.15,8.14,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_123903_000,2026-08-28T12:39:03+05:30,2026-08-28T12:39:03+05:30,2026-09-01,24103.7,24100,24150,23550,24750,25,False,,,11.0,2667361.0,1701680.0,0.638,1100967.0,660293.0,0.5997,2426.0,-711.0,20382.0,34658.0,24200,333348.0,24100,215140.0,24400,582.0,24200,980.0,127.7,70.4,198.1,127.65,127.8,70.3,70.4,197.95,198.2,198.075,11.2,8.07,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_124003_000,2026-08-28T12:40:03+05:30,2026-08-28T12:40:03+05:30,2026-09-01,24105.85,24100,24150,23550,24750,25,False,,,10.99,2669100.0,1704749.0,0.6387,1102706.0,663362.0,0.6016,1739.0,3069.0,32873.0,39547.0,24200,333202.0,24100,216300.0,24600,482.0,24100,1160.0,128.8,69.7,198.5,128.8,129.0,69.5,69.7,198.3,198.7,198.5,11.2,8.12,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_124103_000,2026-08-28T12:41:03+05:30,2026-08-28T12:41:03+05:30,2026-09-01,24106.1,24100,24150,23550,24750,25,False,,,10.99,2667675.0,1705349.0,0.6393,1101281.0,663962.0,0.6029,-1425.0,600.0,35648.0,43150.0,24200,333202.0,24100,215946.0,24500,613.0,24150,714.0,129.95,68.55,198.5,129.7,130.0,68.3,68.45,198.0,198.45,198.225,11.32,8.0,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_124203_000,2026-08-28T12:42:03+05:30,2026-08-28T12:42:03+05:30,2026-09-01,24105.1,24100,24150,23550,24750,25,False,,,10.98,2661080.0,1704983.0,0.6407,1094686.0,663596.0,0.6062,-6595.0,-366.0,85071.0,119327.0,24200,332093.0,24100,216096.0,24550,108.0,24050,540.0,130.15,68.3,198.45,129.8,130.15,68.3,68.45,198.1,198.6,198.35,11.24,8.02,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_124303_000,2026-08-28T12:43:03+05:30,2026-08-28T12:43:03+05:30,2026-09-01,24105.65,24100,24150,23550,24750,25,False,,,10.97,2663094.0,1695368.0,0.6366,1096700.0,653981.0,0.5963,2014.0,-9615.0,31476.0,41144.0,24200,332192.0,24100,211561.0,24300,1471.0,24150,1488.0,130.65,67.7,198.35,130.35,130.65,67.7,67.9,198.05,198.55,198.3,11.22,8.03,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_124403_000,2026-08-28T12:44:03+05:30,2026-08-28T12:44:03+05:30,2026-09-01,24107.05,24100,24150,23550,24750,25,False,,,10.96,2663459.0,1699766.0,0.6382,1097065.0,658379.0,0.6001,365.0,4398.0,24580.0,34078.0,24200,332139.0,24100,214854.0,24100,277.0,24100,3293.0,130.7,67.65,198.35,130.5,130.65,67.65,67.8,198.15,198.45,198.3,11.32,7.99,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_124502_999,2026-08-28T12:45:02+05:30,2026-08-28T12:45:02+05:30,2026-09-01,24104.7,24100,24150,23550,24750,25,False,,,10.98,2662623.0,1700398.0,0.6386,1096229.0,659011.0,0.6012,-836.0,632.0,45579.0,45577.0,24200,332241.0,24100,216459.0,24500,909.0,24100,1605.0,128.65,69.5,198.15,128.15,128.45,69.4,69.6,197.55,198.05,197.8,11.11,8.12,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_124602_999,2026-08-28T12:46:02+05:30,2026-08-28T12:46:02+05:30,2026-09-01,24103.25,24100,24150,23550,24750,25,False,,,10.98,2657635.0,1706235.0,0.642,1091241.0,664848.0,0.6093,-4988.0,5837.0,51743.0,85720.0,24200,330349.0,24100,215632.0,24300,478.0,24150,4611.0,128.55,69.85,198.4,128.25,128.55,69.65,69.85,197.9,198.4,198.15,11.25,8.06,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_124702_999,2026-08-28T12:47:02+05:30,2026-08-28T12:47:02+05:30,2026-09-01,24106.6,24100,24150,23550,24750,25,False,,,10.95,2653719.0,1718537.0,0.6476,1087325.0,677150.0,0.6228,-3916.0,12302.0,28552.0,45498.0,24200,330224.0,24100,219428.0,24350,300.0,24100,3796.0,130.4,68.05,198.45,130.25,130.55,67.75,67.85,198.0,198.4,198.2,11.26,8.0,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_124803_000,2026-08-28T12:48:03+05:30,2026-08-28T12:48:03+05:30,2026-09-01,24106.25,24100,24150,23550,24750,25,False,,,10.92,2653368.0,1722671.0,0.6492,1086974.0,681284.0,0.6268,-351.0,4134.0,39392.0,53750.0,24200,330224.0,24100,221008.0,24700,243.0,24050,2108.0,130.25,68.2,198.45,129.75,130.05,68.3,68.5,198.05,198.55,198.3,11.31,8.01,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_124903_000,2026-08-28T12:49:03+05:30,2026-08-28T12:49:03+05:30,2026-09-01,24107.15,24100,24150,23550,24750,25,False,,,10.93,2658500.0,1719922.0,0.647,1092106.0,678535.0,0.6213,5132.0,-2749.0,39467.0,54936.0,24200,331261.0,24100,220755.0,24200,1037.0,23800,608.0,131.85,66.85,198.7,131.6,131.95,66.7,66.8,198.3,198.75,198.525,11.36,7.94,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_125003_000,2026-08-28T12:50:03+05:30,2026-08-28T12:50:03+05:30,2026-09-01,24108.4,24100,24150,23550,24750,25,False,,,10.92,2660028.0,1723248.0,0.6478,1093634.0,681861.0,0.6235,1528.0,3326.0,31475.0,39872.0,24200,331620.0,24100,221710.0,24550,592.0,24000,1139.0,131.2,66.8,198.0,130.95,131.15,66.8,67.0,197.75,198.15,197.95,11.25,7.97,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_125103_000,2026-08-28T12:51:03+05:30,2026-08-28T12:51:03+05:30,2026-09-01,24106.7,24100,24150,23550,24750,25,False,,,10.95,2661795.0,1723563.0,0.6475,1095401.0,682176.0,0.6228,1767.0,315.0,29582.0,40953.0,24200,332046.0,24100,221431.0,24550,1249.0,23700,928.0,129.9,68.45,198.35,129.65,129.9,68.3,68.45,197.95,198.35,198.15,11.25,8.03,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
2.1.0,20260828_125202_999,2026-08-28T12:52:02+05:30,2026-08-28T12:52:02+05:30,2026-09-01,24107.55,24100,24150,23550,24750,25,False,,,10.92,2662213.0,1725745.0,0.6482,1095819.0,684358.0,0.6245,418.0,2182.0,24110.0,28140.0,24200,332742.0,24100,222114.0,24100,957.0,23700,1378.0,131.15,67.35,198.5,130.8,131.1,67.25,67.4,198.05,198.5,198.275,11.25,8.03,True,False,True,true one-minute NIFTY futures OHLCV/VWAP unavailable; scheduled-event status not supplied
