schema_version,snapshot_id,capture_timestamp,source_timestamp,timezone,source,nifty_last,nifty_pchange,bank_last,bank_pchange,it_last,it_pchange,fin_service_last,fin_service_pchange,fmcg_last,fmcg_pchange,auto_last,auto_pchange,metal_last,metal_pchange,pharma_last,pharma_pchange,energy_last,energy_pchange,psu_bank_last,psu_bank_pchange,realty_last,realty_pchange,midcap_select_last,midcap_select_pchange,infra_last,infra_pchange
2.1.0,20260828_150002_999,2026-08-28T15:00:02+05:30,2026-08-28T15:00:02+05:30,Asia/Kolkata,NSE,24126.6,0.15,57449.55,-0.11,31144.15,3.05,26252.95,-0.11,46669.65,-0.77,28832.35,-0.18,13462.9,0.28,26942.75,0.35,37976.5,-0.33,8583.85,-0.05,907.95,-0.18,,,9229.0,-0.1
2.1.0,20260828_150103_000,2026-08-28T15:01:03+05:30,2026-08-28T15:01:03+05:30,Asia/Kolkata,NSE,24122.85,0.13,57429.95,-0.14,31137.7,3.03,26244.05,-0.14,46673.9,-0.76,28832.0,-0.18,13464.1,0.29,26947.2,0.37,37967.65,-0.36,8581.4,-0.07,907.95,-0.18,,,9227.2,-0.11
2.1.0,20260828_150203_000,2026-08-28T15:02:03+05:30,2026-08-28T15:02:03+05:30,Asia/Kolkata,NSE,24117.55,0.11,57433.3,-0.13,31140.0,3.04,26240.35,-0.15,46679.65,-0.75,28814.05,-0.24,13466.65,0.31,26945.65,0.36,37967.15,-0.36,8582.75,-0.06,907.7,-0.21,,,9224.9,-0.14
2.1.0,20260828_150303_000,2026-08-28T15:03:03+05:30,2026-08-28T15:03:03+05:30,Asia/Kolkata,NSE,24108.3,0.07,57415.2,-0.16,31143.6,3.05,26228.95,-0.2,46675.75,-0.75,28793.9,-0.31,13464.35,0.29,26949.85,0.38,37944.85,-0.42,8580.75,-0.08,906.5,-0.34,,,9220.0,-0.19
2.1.0,20260828_150403_000,2026-08-28T15:04:03+05:30,2026-08-28T15:04:03+05:30,Asia/Kolkata,NSE,24108.5,0.07,57405.2,-0.18,31146.0,3.06,26227.6,-0.2,46675.05,-0.76,28797.75,-0.3,13459.95,0.26,26951.85,0.38,37940.3,-0.43,8580.45,-0.09,906.15,-0.38,,,9219.35,-0.2
2.1.0,20260828_150503_000,2026-08-28T15:05:03+05:30,2026-08-28T15:05:03+05:30,Asia/Kolkata,NSE,24109.5,0.08,57411.35,-0.17,31163.1,3.12,26230.05,-0.19,46677.25,-0.75,28797.05,-0.3,13467.9,0.32,26950.65,0.38,37940.2,-0.43,8581.15,-0.08,906.7,-0.32,,,9218.15,-0.21
2.1.0,20260828_150603_000,2026-08-28T15:06:03+05:30,2026-08-28T15:06:03+05:30,Asia/Kolkata,NSE,24110.05,0.08,57408.45,-0.18,31172.25,3.15,26228.95,-0.2,46672.8,-0.76,28798.95,-0.29,13466.35,0.31,26946.1,0.36,37938.35,-0.43,8580.5,-0.09,906.2,-0.37,,,9217.45,-0.22
2.1.0,20260828_150702_999,2026-08-28T15:07:02+05:30,2026-08-28T15:07:02+05:30,Asia/Kolkata,NSE,24111.8,0.09,57403.3,-0.19,31182.8,3.18,26226.35,-0.21,46677.85,-0.75,28804.3,-0.27,13476.35,0.38,26959.75,0.41,37943.1,-0.42,8581.35,-0.08,906.5,-0.34,,,9216.25,-0.23
2.1.0,20260828_150802_999,2026-08-28T15:08:02+05:30,2026-08-28T15:08:02+05:30,Asia/Kolkata,NSE,24113.35,0.09,57405.8,-0.18,31169.3,3.14,26231.15,-0.19,46675.05,-0.76,28802.1,-0.28,13478.4,0.4,26966.05,0.44,37939.5,-0.43,8581.25,-0.08,906.7,-0.32,,,9216.4,-0.23
2.1.0,20260828_150903_000,2026-08-28T15:09:03+05:30,2026-08-28T15:09:03+05:30,Asia/Kolkata,NSE,24121.15,0.13,57420.7,-0.16,31187.05,3.2,26240.2,-0.15,46685.3,-0.73,28800.3,-0.29,13478.35,0.4,26973.95,0.47,37943.95,-0.42,8583.05,-0.06,905.9,-0.41,,,9219.45,-0.2
2.1.0,20260828_151003_000,2026-08-28T15:10:03+05:30,2026-08-28T15:10:03+05:30,Asia/Kolkata,NSE,24122.9,0.13,57428.2,-0.14,31188.35,3.2,26245.25,-0.13,46671.8,-0.76,28797.8,-0.3,13475.25,0.37,26981.1,0.49,37935.1,-0.44,8581.5,-0.07,906.15,-0.38,,,9220.35,-0.19
2.1.0,20260828_151103_000,2026-08-28T15:11:03+05:30,2026-08-28T15:11:03+05:30,Asia/Kolkata,NSE,24127.75,0.15,57430.85,-0.14,31207.55,3.26,26250.1,-0.12,46659.0,-0.79,28800.25,-0.29,13474.7,0.37,26977.7,0.48,37944.45,-0.42,8583.6,-0.05,906.05,-0.39,,,9222.7,-0.16
2.1.0,20260828_151203_001,2026-08-28T15:12:03+05:30,2026-08-28T15:12:03+05:30,Asia/Kolkata,NSE,24154.2,0.26,57465.3,-0.08,31249.4,3.4,26270.35,-0.04,46707.8,-0.69,28817.65,-0.23,13485.35,0.45,26992.6,0.54,37963.35,-0.37,8586.2,-0.02,906.0,-0.4,,,9231.95,-0.06
2.1.0,20260828_151303_000,2026-08-28T15:13:03+05:30,2026-08-28T15:13:03+05:30,Asia/Kolkata,NSE,24155.7,0.27,57465.1,-0.08,31269.75,3.47,26265.65,-0.06,46708.6,-0.68,28824.75,-0.2,13498.2,0.54,27003.35,0.58,37979.05,-0.33,8588.5,0.01,906.75,-0.31,,,9232.4,-0.06
2.1.0,20260828_151402_999,2026-08-28T15:14:02+05:30,2026-08-28T15:14:02+05:30,Asia/Kolkata,NSE,24147.65,0.24,57461.6,-0.08,31263.85,3.45,26260.45,-0.08,46687.95,-0.73,28818.0,-0.23,13489.55,0.48,26998.5,0.56,37978.75,-0.33,8585.3,-0.03,906.75,-0.31,,,9233.7,-0.04
2.1.0,20260828_151503_000,2026-08-28T15:15:03+05:30,2026-08-28T15:15:03+05:30,Asia/Kolkata,NSE,24142.45,0.21,57432.25,-0.14,31264.2,3.45,26256.55,-0.09,46710.05,-0.68,28805.2,-0.27,13493.8,0.51,26971.85,0.46,37972.95,-0.34,8584.8,-0.03,905.4,-0.46,,,9231.05,-0.07
2.1.0,20260828_151603_000,2026-08-28T15:16:03+05:30,2026-08-28T15:16:03+05:30,Asia/Kolkata,NSE,24142.45,0.21,57432.25,-0.14,31264.2,3.45,26256.55,-0.09,46709.6,-0.68,28804.85,-0.27,13490.2,0.48,26970.6,0.45,37973.55,-0.34,8584.7,-0.04,905.5,-0.45,,,9231.05,-0.07
2.1.0,20260828_151703_000,2026-08-28T15:17:03+05:30,2026-08-28T15:17:03+05:30,Asia/Kolkata,NSE,24142.45,0.21,57432.25,-0.14,31264.2,3.45,26256.55,-0.09,46710.35,-0.68,28804.8,-0.27,13489.35,0.48,26969.55,0.45,37972.25,-0.35,8584.7,-0.04,905.45,-0.46,,,9231.05,-0.07
2.1.0,20260828_151803_000,2026-08-28T15:18:03+05:30,2026-08-28T15:18:03+05:30,Asia/Kolkata,NSE,24142.45,0.21,57432.25,-0.14,31264.2,3.45,26256.55,-0.09,46710.05,-0.68,28805.35,-0.27,13489.15,0.48,26969.95,0.45,37972.4,-0.35,8584.6,-0.04,905.55,-0.45,,,9231.05,-0.07
2.1.0,20260828_151903_000,2026-08-28T15:19:03+05:30,2026-08-28T15:19:03+05:30,Asia/Kolkata,NSE,24142.45,0.21,57432.25,-0.14,31264.2,3.45,26256.55,-0.09,46710.2,-0.68,28805.45,-0.27,13489.8,0.48,26969.3,0.45,37972.05,-0.35,8584.8,-0.03,905.55,-0.45,,,9231.05,-0.07
2.1.0,20260828_152003_000,2026-08-28T15:20:03+05:30,2026-08-28T15:20:03+05:30,Asia/Kolkata,NSE,24142.45,0.21,57432.25,-0.14,31264.2,3.45,26256.55,-0.09,46710.2,-0.68,28805.6,-0.27,13489.35,0.48,26969.3,0.45,37972.0,-0.35,8584.75,-0.04,905.65,-0.43,,,9231.05,-0.07
2.1.0,20260828_152102_999,2026-08-28T15:21:02+05:30,2026-08-28T15:21:02+05:30,Asia/Kolkata,NSE,24142.45,0.21,57432.25,-0.14,31264.2,3.45,26256.55,-0.09,46711.0,-0.68,28805.2,-0.27,13489.75,0.48,26968.8,0.45,37971.25,-0.35,8584.8,-0.03,905.65,-0.43,,,9231.05,-0.07
2.1.0,20260828_152203_004,2026-08-28T15:22:03+05:30,2026-08-28T15:22:03+05:30,Asia/Kolkata,NSE,24142.45,0.21,57432.25,-0.14,31264.2,3.45,26256.55,-0.09,46710.6,-0.68,28805.1,-0.27,13490.05,0.48,26968.95,0.45,37972.65,-0.34,8584.8,-0.03,905.65,-0.43,,,9231.05,-0.07
2.1.0,20260828_152303_000,2026-08-28T15:23:03+05:30,2026-08-28T15:23:03+05:30,Asia/Kolkata,NSE,24142.45,0.21,57432.25,-0.14,31264.2,3.45,26256.55,-0.09,46710.0,-0.68,28804.25,-0.27,13489.15,0.48,26970.65,0.45,37971.7,-0.35,8585.0,-0.03,905.6,-0.44,,,9231.05,-0.07
2.1.0,20260828_152403_000,2026-08-28T15:24:03+05:30,2026-08-28T15:24:03+05:30,Asia/Kolkata,NSE,24142.45,0.21,57432.25,-0.14,31264.2,3.45,26256.55,-0.09,46710.3,-0.68,28804.6,-0.27,13490.25,0.48,26968.85,0.45,37972.75,-0.34,8584.95,-0.03,905.5,-0.45,,,9231.05,-0.07
2.1.0,20260828_152502_999,2026-08-28T15:25:02+05:30,2026-08-28T15:25:02+05:30,Asia/Kolkata,NSE,24142.45,0.21,57432.25,-0.14,31264.2,3.45,26256.55,-0.09,46709.05,-0.68,28804.6,-0.27,13487.9,0.47,26967.2,0.44,37972.45,-0.35,8585.0,-0.03,905.55,-0.45,,,9231.05,-0.07
2.1.0,20260828_152603_000,2026-08-28T15:26:03+05:30,2026-08-28T15:26:03+05:30,Asia/Kolkata,NSE,24142.45,0.21,57432.25,-0.14,31264.2,3.45,26256.55,-0.09,46710.15,-0.68,28804.7,-0.27,13487.25,0.46,26968.45,0.45,37974.0,-0.34,8584.95,-0.03,905.35,-0.47,,,9231.05,-0.07
2.1.0,20260828_152703_000,2026-08-28T15:27:03+05:30,2026-08-28T15:27:03+05:30,Asia/Kolkata,NSE,24142.45,0.21,57432.25,-0.14,31264.2,3.45,26256.55,-0.09,46710.0,-0.68,28804.55,-0.27,13487.8,0.47,26971.0,0.46,37974.15,-0.34,8584.95,-0.03,905.35,-0.47,,,9231.05,-0.07
2.1.0,20260828_152742_562,2026-08-28T15:27:42+05:30,2026-08-28T15:27:42+05:30,Asia/Kolkata,NSE,24142.45,0.21,57432.25,-0.14,31264.2,3.45,26256.55,-0.09,46710.65,-0.68,28804.8,-0.27,13487.4,0.46,26968.65,0.45,37973.3,-0.34,8584.95,-0.03,905.3,-0.47,,,9231.05,-0.07
2.1.0,20260828_152803_000,2026-08-28T15:28:03+05:30,2026-08-28T15:28:03+05:30,Asia/Kolkata,NSE,24142.45,0.21,57432.25,-0.14,31264.2,3.45,26256.55,-0.09,46709.6,-0.68,28804.85,-0.27,13487.05,0.46,26970.6,0.45,37974.5,-0.34,8585.05,-0.03,905.3,-0.47,,,9231.05,-0.07
2.1.0,20260828_152903_001,2026-08-28T15:29:03+05:30,2026-08-28T15:29:03+05:30,Asia/Kolkata,NSE,24142.45,0.21,57432.25,-0.14,31264.2,3.45,26256.55,-0.09,46709.5,-0.68,28804.9,-0.27,13488.45,0.47,26972.15,0.46,37975.95,-0.34,8585.3,-0.03,905.4,-0.46,,,9231.05,-0.07
